X,Y,OBJECTID,key_crash,DateOfCrash,LocalUse,LocationRelationToRoad,LocationInNearIndicator,LocationCity,LocationCounty,LocationRoadNameOn,LocationFeetFromRoad,LocationDirectionFromRoad,LocationAtFromIndicator,LocationRoadNameAt,LocationDirectionToRoad,LocationRoadNameTo,FirstHarmfulEvent,MostHarmfulEvent,RoadClassification,RoadFeature,TrafficControlType,WeatherCondition1,WeatherCondition2,WeatherContributedToCrash,UpdateDate,Crash_Date_Day,Crash_Date_DOW,Crash_Date_DOW_Num,Crash_Date_Hour,Crash_Date_Month,Crash_Date_Month_Num,Crash_Date_Year,drivers,passengers,pedestrians,pedalcyclists,other_person_type,unknown_person_type,killed,type_a_injury,type_b_injury,type_c_injury,no_injury,injury_unknown,LocationLatitude,LocationLongitude
-78.6465999997999,35.7747999997786,42614,165089,2016/09/30 05:35:00+00,P16053871,On Roadway (Surface) / Off Roadway,In,RALEIGH,Wake,W CABARRUS ST,10,W,From,S HARRINGTON ST,W,S WEST ST,Pedalcyclist,Pedalcyclist,Local Street,No Special Feature,No control present,Clear,,No,2016/09/30 19:50:00.420+00,29,Thursday,5,21,September,9,2016,1,0,0,1,0,0,0,0,1,0,1,0,35.7748,-78.6466
-78.6351999997554,35.7693000001653,42708,165183,2016/09/29 14:45:00+00,P16054008,On Roadway (Surface) / Off Roadway,In,RALEIGH,Wake,MLK JR BLVD,5,SW,From,PERSON ST,SW,ELLINGTON ST,Pedestrian,Pedestrian,Local Street,No Special Feature,Stop and go signal,Cloudy,,No,2016/10/03 19:17:00.112+00,29,Thursday,5,6,September,9,2016,1,0,0,1,0,0,0,0,0,1,1,0,35.7693,-78.6352
-78.5848000000786,35.7931000003159,42795,165271,2016/10/03 02:44:00+00,P16054392,On Roadway (Surface) / Off Roadway,In,RALEIGH,Wake,NEW BERN AVE,5,E,From,KELLY AUSTIN DR,E,I440,Angle,Angle,Local Street,No Special Feature,Stop and go signal,Clear,,No,2016/10/03 18:17:00.292+00,2,Sunday,1,18,October,10,2016,1,0,0,1,0,0,0,0,0,0,2,0,35.7931,-78.5848
-78.6628000002415,35.7914000003139,43416,165904,2016/10/11 13:51:00+00,P16056089,On Roadway (Surface) / Off Roadway,In,RALEIGH,Wake,OBERLIN RD,300,N,From,CAMERON ST,N,SMALLWOOD RD,Pedestrian,Pedestrian,Local Street,No Special Feature,No control present,Clear,,No,2016/10/20 00:29:09.132+00,11,Tuesday,3,5,October,10,2016,0,0,1,1,0,0,0,0,0,0,2,0,35.7914,-78.6628
-78.6133999997491,35.7837999998279,43970,166462,2016/10/18 07:07:00+00,P16057524,On Roadway (Surface) / Off Roadway,In,RALEIGH,Wake,OAKWOOD AVE,0,,At,RALEIGH  BLVD,E,COLLETON RD,"Left turn, same roadway",Pedalcyclist,Local Street,Four-way intersection,Stop and go signal,Clear,,No,2016/10/19 23:50:00.167+00,17,Monday,2,23,October,10,2016,1,0,0,1,0,0,0,0,0,1,1,0,35.7838,-78.6134
-78.7578000000136,35.9036000003261,43989,166482,2016/10/18 15:10:00+00,P16057556,Shoulder,In,RALEIGH,Wake,WESTGATE DR,0,,At,RUNNING OAK DR,E,MIDWAY WEST RD,Ran off road - right,Ran off road - right,Local Street,T-intersection,No control present,Clear,,No,2016/11/02 17:26:00.190+00,18,Tuesday,3,7,October,10,2016,1,0,0,1,0,0,0,0,1,0,1,0,35.9036,-78.7578
-78.6671999997071,35.7791000000473,44101,166595,2016/10/19 22:54:00+00,P16057878,On Roadway (Surface) / Off Roadway,In,RALEIGH,Wake,PULLEN RD,12,N,From,WESTERN BLVD,N,CATES AVE,Pedalcyclist,Pedalcyclist,Local Street,T-intersection,Double yellow line (no passing zone),Clear,,No,2016/10/25 22:17:00.187+00,19,Wednesday,4,14,October,10,2016,1,0,0,1,0,0,0,0,0,0,2,0,35.7791,-78.6672
-78.6483000003897,35.7693999999489,44171,166665,2016/10/20 22:26:00+00,P16058091,On Roadway (Surface) / Off Roadway,In,RALEIGH,Wake,LAKE WHEELER RD,0,,At,S SAUNDERS ST,N,JAMAICA DR,Pedalcyclist,Pedalcyclist,Local Street,T-intersection,Stop and go signal,Clear,,No,2016/10/22 01:17:00.319+00,20,Thursday,5,14,October,10,2016,1,0,0,1,0,0,0,0,0,0,2,0,35.7694,-78.6483
-78.5943999999743,35.7688999997739,44202,166696,2016/10/21 01:59:00+00,P16058129,On Roadway (Surface) / Off Roadway,In,RALEIGH,Wake,BEVERLY DR,40,N,From,FRIAR TUCK RD,N,CROYDON ST,"Sideswipe, same direction","Sideswipe, same direction",Local Street,No Special Feature,No control present,Clear,,No,2016/10/25 22:17:00.203+00,20,Thursday,5,17,October,10,2016,1,0,0,1,0,0,0,0,1,0,1,0,35.7689,-78.5944
-78.6942999997026,35.7651999999169,44232,166726,2016/10/20 03:23:00+00,P16057946,On Roadway (Surface) / Off Roadway,In,RALEIGH,Wake,GORMAN ST,1000,S,From,AVENT FERRY RD,S,SHIRE LN,Pedalcyclist,Pedalcyclist,Local Street,Non-intersection median crossing,Other*,Clear,,No,2016/11/04 19:50:00.203+00,19,Wednesday,4,19,October,10,2016,1,0,0,1,0,0,0,0,1,0,1,0,35.7652,-78.6943
-78.6569999997618,35.7902999999218,44343,166839,2016/10/22 23:55:00+00,P16058558,On Roadway (Surface) / Off Roadway,In,RALEIGH,Wake,BELLWOOD DR,100,S,From,CAMERON ST,S,CLARK AVE,Ran off road - straight,Ran off road - straight,Local Street,No Special Feature,No control present,Clear,,No,2016/10/24 18:50:00.256+00,22,Saturday,7,15,October,10,2016,1,0,0,1,0,0,0,0,0,1,0,0,35.7903,-78.657
-78.6813999999831,35.7917999997286,44454,166952,2016/10/24 05:36:00+00,P16058779,On Roadway (Surface) / Off Roadway,In,RALEIGH,Wake,HILLSBOROUGH  ST,0,,At,TRILLIUM WHORL CT,E,HENDERSON ST,"Rear end, slow or stop","Rear end, slow or stop",Local Street,No Special Feature,No control present,Clear,,No,2016/10/28 22:50:00.380+00,23,Sunday,1,21,October,10,2016,1,3,0,1,0,0,0,0,0,0,5,0,35.7918,-78.6814
-78.7392000002719,35.8832999998828,44642,167142,2016/10/26 13:02:00+00,P16059275,On Roadway (Surface) / Off Roadway,In,RALEIGH,Wake,GLENWOOD AVE,194,NW,From,COUNTRY TRL,NW,EBENEZER CHURCH RD,Pedalcyclist,Pedalcyclist,Local Street,No Special Feature,No control present,Clear,,No,2016/10/27 18:50:00.072+00,26,Wednesday,4,5,October,10,2016,0,0,0,1,0,1,0,1,0,0,0,1,35.8833,-78.7392
-78.5860000001779,35.7462999997361,45580,168092,2016/11/08 00:28:00+00,P16061819,On Roadway (Surface) / Off Roadway,In,RALEIGH,Wake,ROCK QUARRY RD,0,,At,SUNNYBROOK RD,S,TRYON RIDGE DR,Pedalcyclist,Pedalcyclist,Local Street,Four-way intersection,Stop and go signal,Clear,,No,2016/11/08 20:17:00.163+00,7,Monday,2,14,November,11,2016,1,1,0,1,0,0,0,0,1,0,2,0,35.7463,-78.586
-78.6799999998674,35.8949999998666,46416,168945,2016/11/17 03:58:00+00,P16063676,Outside Trafficway,In,RALEIGH,Wake,8001 CREEDMOOR RD,,,,,,,Pedalcyclist,Pedalcyclist,Public Vehicular Area,No Special Feature,No control present,Clear,,No,2016/11/23 20:50:00.236+00,16,Wednesday,4,17,November,11,2016,1,0,0,1,0,0,0,0,0,1,1,0,35.895,-78.68
-78.6129000001569,35.788300000345,46841,169378,2016/11/23 03:46:00+00,P16064898,On Roadway (Surface) / Off Roadway,In,RALEIGH,Wake,N RALEIGH BLVD,0,,At,MILBURNIE RD,E,COLLETON RD,Pedalcyclist,Pedalcyclist,Local Street,Four-way intersection,Stop and go signal,Clear,,No,2016/11/28 21:17:00.256+00,22,Tuesday,3,17,November,11,2016,1,0,0,1,0,0,0,0,0,1,1,0,35.7883,-78.6129
-78.6418999998604,35.7882000002838,47263,169806,2016/12/01 04:52:00+00,P16066228,On Roadway (Surface) / Off Roadway,In,RALEIGH,Wake,W PEACE ST,0,,At,RAILROAD ST,W,N WEST ST,Pedalcyclist,"Left turn, different roadways",Local Street,On-ramp entry,Stop and go signal,Cloudy,,No,2016/12/02 21:50:00.359+00,30,Wednesday,4,18,November,11,2016,1,0,0,2,0,0,0,0,2,0,1,0,35.7882,-78.6419
-78.6129000001569,35.7536999996995,47306,169850,2016/12/02 01:22:00+00,P16066364,On Roadway (Surface) / Off Roadway,In,RALEIGH,Wake,ROCK QUARRY RD,0,,At,LYNDHURST DR,N,CROSS LINK RD,Pedalcyclist,Pedalcyclist,Local Street,T-intersection,No control present,Clear,,No,2016/12/02 22:17:00.240+00,1,Thursday,5,15,December,12,2016,1,4,0,1,0,0,0,0,0,1,5,0,35.7537,-78.6129
-78.6235000001353,35.7797000001716,47723,170276,2016/12/07 02:57:00+00,P16067455,On Roadway (Surface) / Off Roadway,In,RALEIGH,Wake,S STATE ST,10,N,From,HARGETT ST,N,NEW BERN AVE,Pedalcyclist,Pedalcyclist,Local Street,T-intersection,Stop sign,Rain,Cloudy,No,2016/12/08 21:26:00.147+00,6,Tuesday,3,16,December,12,2016,1,0,0,1,0,0,0,0,0,1,1,0,35.7797,-78.6235
-78.6489000004393,35.7406999997548,47742,170295,2016/12/07 03:30:00+00,P16067470,On Roadway (Surface) / Off Roadway,In,RALEIGH,Wake,S WILMINGTON ST,,S,From,ILEAGNES DR,S,CHAPANOAKE RD,"Rear end, slow or stop","Rear end, slow or stop",Local Street,No Special Feature,No control present,Rain,,No,2016/12/16 20:50:00.420+00,6,Tuesday,3,17,December,12,2016,1,0,0,1,0,0,0,0,1,0,1,0,35.7407,-78.6489
-78.6871999995645,35.7869999999369,48057,170616,2016/12/11 04:45:00+00,P16068275,On Roadway (Surface) / Off Roadway,In,RALEIGH,Wake,JACKSON ST,0,,At,GORMAN ST,S,LEXINGTON DR,"Left turn, different roadways","Left turn, different roadways",Local Street,Four-way intersection,Stop sign,Clear,,No,2016/12/12 22:17:00.306+00,10,Saturday,7,18,December,12,2016,1,0,0,1,0,0,0,0,0,1,1,0,35.787,-78.6872
-78.7170000002325,35.7859999998962,48447,171013,2016/12/15 09:35:00+00,P16069096,On Roadway (Surface) / Off Roadway,In,RALEIGH,Wake,WESTERN BLVD,0,,At,HILLSBOROGH ST,W,CAROLINA AVE,Pedalcyclist,Pedalcyclist,Local Street,No Special Feature,Stop and go signal,Clear,,No,2017/01/18 01:17:00.397+00,14,Wednesday,4,23,December,12,2016,1,0,0,1,0,0,1,0,0,0,1,0,35.786,-78.717
-78.6565999997287,35.7834999997714,49109,171680,2016/12/23 02:20:00+00,P16070803,On Roadway (Surface) / Off Roadway,In,RALEIGH,Wake,HILLSBOROUGH ST,0,,At,PARK AVE,W,HILLCREST RD,Pedalcyclist,Pedalcyclist,Local Street,Four-way intersection,Stop sign,Clear,,No,2017/01/10 19:50:00.519+00,22,Thursday,5,16,December,12,2016,1,0,0,1,0,0,0,1,0,0,1,0,35.7835,-78.6566
-78.6820999995919,35.7834999997714,50361,172954,2017/01/13 20:01:00+00,P17002195,On Roadway (Surface) / Off Roadway,In,RALEIGH,Wake,WESTERN  BLVD,18,E,From,VARSITY DR,E,DAN ALLEN DR,Pedalcyclist,Pedalcyclist,Local Street,Related to intersection,Stop and go signal,Clear,,No,2017/01/17 23:50:00.697+00,13,Friday,6,10,January,1,2017,1,0,0,1,0,0,0,0,1,0,1,0,35.7835,-78.6821
-78.5876999998693,35.8195000002447,51541,174161,2017/02/01 07:31:00+00,P17005741,On Roadway (Surface) / Off Roadway,In,RALEIGH,Wake,TRAWICK RD,0,,At,STONYBROOK DR,E,EDGETONE DR,"Left turn, different roadways","Left turn, different roadways",Local Street,No Special Feature,Stop sign,Clear,,No,2017/02/06 21:17:00.263+00,31,Tuesday,3,21,January,1,2017,1,0,0,1,0,0,0,0,1,0,1,0,35.8195,-78.5877
-78.5909999996931,35.8199999997034,52623,175266,2017/02/18 11:32:00+00,P17009074,On Roadway (Surface) / Off Roadway,In,RALEIGH,Wake,CAPITAL  BLVD,0,,At,HUNTLEIGH DR,N,MAYFLOWER DR,Pedalcyclist,Pedalcyclist,Local Street,Four-way intersection,Stop and go signal,Clear,,No,2017/02/20 21:50:00.132+00,18,Saturday,7,1,February,2,2017,0,0,0,1,0,1,0,1,0,0,0,0,35.82,-78.591
-78.6583000003184,35.7817999999279,52717,175361,2017/02/18 06:07:00+00,P17009052,Shoulder,In,RALEIGH,Wake,ASHE AVE,0,,At,FLINT PL,S,DEXTER PL,"Left turn, same roadway",Pedalcyclist,Local Street,No Special Feature,Stop sign,Clear,,No,2017/03/28 21:17:00.112+00,17,Friday,6,20,February,2,2017,1,0,0,1,0,0,0,0,0,0,2,0,35.7818,-78.6583
-78.6638999998833,35.7865999996814,53034,175682,2017/02/25 01:30:00+00,P17010266,On Roadway (Surface) / Off Roadway,In,RALEIGH,Wake,HILLSBOROUGH ST,292,NW,From,MAIDEN LN,NW,ENTERPRISE ST,Pedalcyclist,Pedalcyclist,Local Street,T-intersection,Stop and go signal,Clear,,No,2017/03/03 22:50:01.660+00,24,Friday,6,15,February,2,2017,1,0,0,1,0,0,0,0,1,0,1,0,35.7866,-78.6639
-78.682499999625,35.7834999997714,53418,176074,2017/03/02 23:49:00+00,P17011413,On Roadway (Surface) / Off Roadway,In,RALEIGH,Wake,VARSITY DR,0,,At,WESTERN  BLVD,SW,FRATERNITY CT,Pedalcyclist,Pedalcyclist,Public Vehicular Area,Four-way intersection,Stop and go signal,Clear,,No,2017/03/03 23:50:00.372+00,2,Thursday,5,13,March,3,2017,1,0,0,1,0,0,0,0,1,0,1,0,35.7835,-78.6825
-78.7374000001231,35.9163999996779,53811,176480,2017/03/09 02:30:00+00,P17012577,On Roadway (Surface) / Off Roadway,In,RALEIGH,Wake,BELLS VALLEY DR,0,,At,DRY FORK LN,N,LEESBURG LN,Pedalcyclist,Pedalcyclist,Local Street,T-intersection,Stop sign,Clear,,No,2017/03/09 19:50:00.433+00,8,Wednesday,4,16,March,3,2017,1,0,0,1,0,0,0,0,0,1,1,0,35.9164,-78.7374
-78.7339999998419,35.8030000000662,54674,177362,2017/03/20 14:54:00+00,P17014760,On Roadway (Surface) / Off Roadway,In,RALEIGH,Wake,TRINITY RD,0,,At,CORPORATE CENTER DR,E,NOWELL RD,Pedalcyclist,Pedalcyclist,Local Street,Four-way intersection,Stop and go signal,"Fog, smog, smoke",,Yes,2017/03/21 19:50:00.302+00,20,Monday,2,6,March,3,2017,1,0,0,1,0,0,1,0,0,0,1,0,35.803,-78.734
-78.6466550000516,35.7862499998106,54678,177366,2017/03/20 21:25:00+00,P17014814,On Roadway (Surface) / Off Roadway,In,RALEIGH,Wake,TUCKER ST,30,W,From,WEST ST,W,GLENWOOD AVE,Backing up,Backing up,Local Street,No Special Feature,No control present,Clear,,No,2017/03/22 20:50:00.099+00,20,Monday,2,13,March,3,2017,1,0,0,1,0,0,0,0,0,0,2,0,35,-78
-78.5524000000939,35.8842999999576,54816,177511,2017/03/23 02:49:00+00,P17015271,On Roadway (Surface) / Off Roadway,In,RALEIGH,Wake,PERRY CREEK RD,10,E,From,MCGUIRE DR,E,LISTON DR,Pedalcyclist,Pedalcyclist,Local Street,No Special Feature,No control present,Clear,,No,2017/03/28 22:50:00.142+00,22,Wednesday,4,18,March,3,2017,1,0,0,1,0,0,0,0,0,0,2,0,35.8843,-78.5524
-78.5603000002981,35.8332999998812,54962,177660,2017/03/25 02:31:00+00,P17015683,On Roadway (Surface) / Off Roadway,In,RALEIGH,Wake,VALLEY STREAM DR,0,,At,BUFFALOE  RD,N,MILL ROCK LANE,"Right turn, different roadways","Right turn, different roadways",Local Street,Four-way intersection,Stop and go signal,Clear,,No,2017/03/28 02:17:01.566+00,24,Friday,6,18,March,3,2017,1,1,0,1,0,0,0,0,0,1,2,0,35.8333,-78.5603
-78.6329999995735,35.7644999997314,55544,178258,2017/04/02 02:15:00+00,P17017188,On Roadway (Surface) / Off Roadway,In,RALEIGH,Wake,S EAST ST,0,,At,BRANCH ST,S,HOKE ST,Angle,Angle,Local Street,Four-way intersection,,Clear,,No,2017/04/03 19:50:00.589+00,1,Saturday,7,18,April,4,2017,1,0,0,1,0,0,0,0,1,0,1,0,35.7645,-78.633
-78.6879899995849,35.7832999998334,55828,178549,2017/04/07 01:13:00+00,P17018148,On Roadway (Surface) / Off Roadway,In,RALEIGH,Wake,1110 MCKIMMON VIEW CT,25,W,From,GORMAN ST,W,CARLTON AVE,Pedalcyclist,Pedalcyclist,Local Street,No Special Feature,No control present,Clear,,No,2017/04/11 19:17:00.400+00,6,Thursday,5,17,April,4,2017,1,0,0,1,0,0,0,0,1,0,0,0,35.7833,-78.68799
-78.5679000000284,35.8162000003023,56028,178756,2017/04/08 02:51:00+00,P17018359,On Roadway (Surface) / Off Roadway,In,RALEIGH,Wake,WESTER RD,0,,At,N NEW HOPE  RD,E,EASTHAMPTON DR,Pedalcyclist,Pedalcyclist,Local Street,Four-way intersection,Stop and go signal,Clear,,No,2017/04/10 20:17:00.357+00,7,Friday,6,18,April,4,2017,1,1,0,1,0,0,0,0,0,1,2,0,35.8162,-78.5679
-78.6944300002972,35.7845200000078,56088,178816,2017/04/11 18:45:00+00,P17018994,Outside Trafficway,In,RALEIGH,Wake,4100 WESTERN BLVD,40,S,From,METHOD RD,S,CHANEY RD,Pedalcyclist,Pedalcyclist,Public Vehicular Area,"Driveway, public",No control present,Clear,,No,2017/04/12 19:50:00.230+00,11,Tuesday,3,10,April,4,2017,1,0,0,1,0,0,0,0,1,0,1,0,35.78452,-78.69443
-78.5709999998356,35.9479999998361,56783,179523,2017/04/21 20:58:00+00,P17021070,On Roadway (Surface) / Off Roadway,In,RALEIGH,Wake,FALLS OF NEUSE RD,0,,At,2200 WAKEFIELD PINES D,W,WAKEFIELD PINES DR,Pedalcyclist,Pedalcyclist,Local Street,T-intersection,Stop sign,Clear,,No,2017/04/24 21:50:00.352+00,21,Friday,6,12,April,4,2017,1,0,0,1,0,0,0,0,1,0,1,0,35.948,-78.571
-78.7001000001823,35.7666000000302,57216,179966,2017/04/26 23:00:00+00,P17022093,On Roadway (Surface) / Off Roadway,In,RALEIGH,Wake,APPLE BLOSSOM DR,0,,At,AVENT FERRY RD,W,CRAB ORCHARD DR,Pedalcyclist,Pedalcyclist,Local Street,T-intersection,Stop sign,Clear,,No,2017/05/02 19:50:00.279+00,26,Wednesday,4,15,April,4,2017,1,0,0,1,0,0,0,0,1,0,1,0,35.7666,-78.7001
-78.5760999998083,35.7972000002304,57487,180244,2017/05/01 04:26:00+00,P17022939,Outside Trafficway,In,RALEIGH,Wake,PLAINVIEW DR,5,E,From,PLAINVIEW DR,E,BEACON LAKE DR,Ran off road - right,Angle,Local Street,No Special Feature,No control present,Clear,,No,2017/05/01 18:50:00.683+00,30,Sunday,1,20,April,4,2017,1,0,0,1,0,0,0,0,0,0,0,0,35.7972,-78.5761
-78.6271999999921,35.7820999998413,57664,180429,2017/05/03 16:04:00+00,P17023433,On Roadway (Surface) / Off Roadway,In,RALEIGH,Wake,SEAWELL AVE,0,,At,E JONES ST,S,E EDENTON ST,Angle,Angle,Local Street,Four-way intersection,Stop sign,Clear,,Yes,2017/05/08 22:50:00.586+00,3,Wednesday,4,8,May,5,2017,1,0,0,1,0,0,0,1,0,0,1,0,35.7821,-78.6272
-78.6198000002784,35.8949000003312,57793,180565,2017/05/05 03:43:00+00,P17023815,On Roadway (Surface) / Off Roadway,In,RALEIGH,Wake,8304 FALLS OF NEUSE RD,0,,At,RAINWOOD LANE,S,BOLERO WAY,Pedalcyclist,Pedalcyclist,"Private Road, Driveway",No Special Feature,No control present,Cloudy,,No,2017/05/22 18:50:00.660+00,4,Thursday,5,19,May,5,2017,1,0,0,1,0,0,0,0,0,1,1,0,35.8949,-78.6198
-78.6373999999374,35.8648000001417,58265,181049,2017/05/13 00:17:00+00,P17025366,On Roadway (Surface) / Off Roadway,In,RALEIGH,Wake,LYNN RD,0,,At,SIX FORKS RD,W,RIDGEWOOD DR,Pedalcyclist,Pedalcyclist,Local Street,Four-way intersection,Stop and go signal,Cloudy,Rain,No,2017/05/15 18:50:00.286+00,12,Friday,6,16,May,5,2017,1,1,0,1,0,0,0,0,0,1,2,0,35.8648,-78.6374
-78.5674000004362,35.8165000000053,58308,181096,2017/05/13 23:05:00+00,P17025561,On Roadway (Surface) / Off Roadway,In,RALEIGH,Wake,NEW HOPE RD,0,,At,EASTHAMPTON RD,N,MARSH CREEK RD,"Right turn, different roadways","Right turn, different roadways",Local Street,No Special Feature,No control present,Clear,,No,2017/05/15 20:50:00.316+00,13,Saturday,7,15,May,5,2017,1,0,0,1,0,0,0,0,1,0,1,0,35.8165,-78.5674
-78.6174000000799,35.8592999999594,58436,181226,2017/05/15 16:05:00+00,P17025883,On Roadway (Surface) / Off Roadway,In,RALEIGH,Wake,MANASSASS ST,0,,At,FALLS OF  NEUSE,S,IVY LN,Pedalcyclist,Pedalcyclist,Local Street,No Special Feature,Stop sign,Clear,,No,2017/05/25 22:50:00.130+00,15,Monday,2,8,May,5,2017,1,0,0,1,0,0,0,0,0,1,1,0,35.8593,-78.6174
-78.5672999999788,35.8098999996664,58701,181500,2017/05/19 00:04:00+00,P17026624,On Roadway (Surface) / Off Roadway,In,RALEIGH,Wake,CHARNY DR,0,,At,MANTUA WAY,S,TIMKEN CT,Angle,Angle,Local Street,No Special Feature,Stop sign,Clear,,No,2017/05/22 20:17:00.667+00,18,Thursday,5,16,May,5,2017,1,0,0,1,0,0,0,1,0,0,1,0,35.8099,-78.5673
-78.6565000001696,35.88199999976,58940,181749,2017/05/21 04:14:00+00,P17027077,On Roadway (Surface) / Off Roadway,In,RALEIGH,Wake,SAWMILL RD,50,W,From,FAIRMONT CT,W,PROSPECTOR PL,Ran off road - right,Ran off road - right,Local Street,No Special Feature,No control present,Clear,,No,2017/05/30 20:39:13.766+00,20,Saturday,7,20,May,5,2017,0,0,0,1,0,0,0,0,1,0,0,0,35.882,-78.6565
-78.7068999998463,35.7843000003209,58985,181794,2017/05/23 01:30:00+00,P17027443,On Roadway (Surface) / Off Roadway,In,RALEIGH,Wake,BREWSTER DR,500,W,From,DEBOY ST,W,BRAXTON CT,Pedalcyclist,Pedalcyclist,Local Street,No Special Feature,No control present,Clear,,No,2017/05/23 20:50:00.490+00,22,Monday,2,17,May,5,2017,1,0,0,1,0,0,0,0,1,0,1,0,35.7843,-78.7069
-78.5840000000125,35.8279999997384,59059,181870,2017/05/24 01:21:00+00,P17027630,Outside Trafficway,In,RALEIGH,Wake,3524 CAPITAL BLVD,65,E,From,CAPITAL  BLVD,E,OATES DR,Pedalcyclist,Pedalcyclist,Public Vehicular Area,"Driveway, public",No control present,Rain,Cloudy,Unknown,2017/05/26 19:17:00.279+00,23,Tuesday,3,17,May,5,2017,1,0,0,1,0,0,0,0,1,0,1,0,35.828,-78.584
-78.6433600002506,35.7805300001425,60393,183235,2017/06/12 18:45:00+00,P17031715,On Roadway (Surface) / Off Roadway,In,RALEIGH,Wake,HILLSBOROGH ST,0,,At,DAWSON  ST,N,EDENTON ST,Angle,Angle,Local Street,No Special Feature,Stop and go signal,Clear,,No,2017/06/22 21:50:00.332+00,12,Monday,2,10,June,6,2017,1,0,0,1,0,0,0,0,0,0,1,0,35.78053,-78.64336
-78.6108000004323,35.7549999999927,60636,183482,2017/06/16 00:13:00+00,P17032464,On Roadway (Surface) / Off Roadway,In,RALEIGH,Wake,LIBERTY PL,50,N,From,PROCTOR RD,W,ROCK QUARRY RD,Pedalcyclist,Pedalcyclist,Local Street,No Special Feature,No control present,Cloudy,,No,2017/06/20 23:17:00.430+00,15,Thursday,5,16,June,6,2017,1,0,0,1,0,0,0,0,0,1,1,0,35.755,-78.6108
-78.6151000003388,35.7471999997432,62067,184953,2017/07/09 06:44:00+00,P17037054,On Roadway (Surface) / Off Roadway,In,RALEIGH,Wake,EVERS DR,0,,At,KEITH DR,E,SANDERFORD RD,Pedalcyclist,Pedalcyclist,Local Street,T-intersection,No control present,Clear,,No,2017/07/10 20:17:00.352+00,8,Saturday,7,22,July,7,2017,0,0,0,1,0,1,0,0,1,0,0,1,35.7472,-78.6151
-78.6247999997936,35.7675999999149,62112,185000,2017/07/10 01:13:00+00,P17037168,On Roadway (Surface) / Off Roadway,In,RALEIGH,Wake,MLK JR BLVD,0,,At,S STATE ST,S,BRAGG ST,Angle,Angle,Local Street,Four-way intersection,Stop and go signal,Clear,,No,2017/07/27 17:50:00.306+00,9,Sunday,1,17,July,7,2017,1,0,0,1,0,0,0,0,1,0,1,0,35.7676,-78.6248
-78.5560000003917,35.7977000002121,62135,185023,2017/07/08 05:03:00+00,P17036828,On Roadway (Surface) / Off Roadway,In,RALEIGH,Wake,NEW  BERN AVE,250,W,From,RALEIGH BEACH RD,W,HEDINGHAM BLVD,Pedalcyclist,Pedalcyclist,Local Street,No Special Feature,Stop and go signal,Clear,,No,2017/07/14 20:50:00.316+00,7,Friday,6,21,July,7,2017,1,2,0,1,0,0,0,0,1,0,3,0,35.7977,-78.556
-78.5569999995761,35.7979999998566,62328,185216,2017/07/12 20:05:00+00,P17037717,On Roadway (Surface) / Off Roadway,In,RALEIGH,Wake,4713 NEW BERN AVE,300,N,From,FREEDOM DR,N,NEW HOPE  RD,Angle,Angle,Local Street,No Special Feature,No control present,Clear,,No,2017/07/18 17:50:00.526+00,12,Wednesday,4,12,July,7,2017,1,0,0,1,0,0,0,0,1,0,1,0,35.798,-78.557
-78.5766999998579,35.9348000001659,62415,185303,2017/07/14 14:50:00+00,P17038079,On Roadway (Surface) / Off Roadway,In,RALEIGH,Wake,FALLS OF NEUSE RD,0,,At,OLD FALLS OF NEUSE RD,N,WATERLOW PARK LN,Pedalcyclist,Pedalcyclist,Local Street,Four-way intersection,Stop and go signal,Clear,,No,2017/07/28 20:17:00.286+00,14,Friday,6,6,July,7,2017,1,0,0,1,0,0,0,0,1,0,1,0,35.9348,-78.5767
-78.7817399999275,35.912260000253,63488,186402,2017/07/31 22:23:00+00,P17041331,On Roadway (Surface) / Off Roadway,In,RALEIGH,Wake,GLENWOOD AVE,0,,At,BRIER CREEK PKWY,SE,540,Pedalcyclist,Pedalcyclist,Local Street,Four-way intersection,Stop and go signal,Clear,,No,2017/08/01 17:50:00.359+00,31,Monday,2,14,July,7,2017,1,0,0,1,0,0,0,0,1,0,1,0,35.91226,-78.78174
-78.5870000002606,35.9130000003096,63640,186556,2017/07/30 23:22:00+00,P17041201,On Roadway (Surface) / Off Roadway,In,RALEIGH,Wake,WALKERTOWN DR,100,E,From,ROCKY FORD CT,E,TANNER'S MILL PL,Pedalcyclist,Pedalcyclist,Local Street,No Special Feature,No control present,Clear,,No,2017/08/07 19:50:00.799+00,30,Sunday,1,15,July,7,2017,1,0,0,1,0,0,0,0,1,0,1,0,35.913,-78.587
-78.6392400002692,35.7782699997229,64034,186956,2017/08/09 17:19:00+00,P17043041,On Roadway (Surface) / Off Roadway,In,RALEIGH,Wake,FAYETTEVILLE ST,0,,At,E HARGETT ST,S,E MARTIN ST,Angle,Angle,Local Street,Four-way intersection,Stop and go signal,Clear,,No,2017/08/10 17:50:00.299+00,9,Wednesday,4,9,August,8,2017,1,0,0,1,0,0,0,0,0,1,0,0,35.77827,-78.63924
